AttributeID,AttributeName,SortAttribute,AttributeDescriptionDE,Pset,AllowedValuesDE,RegexCheckDE,DataTyp,Unit,IFC2x3,IFC4,IFC4.3,Applicability,ProjectPhase,ProjectPhaseDE,ElementID,ModelID,WorkflowID,ServiceLevelDE,InformationProviderDE,SortElement,ElementNameDE,IfcEntityIfc4.0Name,ElementDescriptionDE,ContainedInDE,Attributes,ModelNameDE,ModelDescriptionDE,FileNameDE,SortModels,SorrWorkflow,WorkflowNameDE,WorkflowSubheaderEN,WorkflowSubheaderDE,WorkflowDescriptionDE,Status,Selected
Town_Planungsperimeter / Projektperimeter,Town,405,"Gemeinde, Ort an welchem sich das Grundstück befindet. z.B. ""Affoltern am Albis""",Cust_Site,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,Architektur Referenzmodell / Perimeter / Koordinationselemente,Projektstart mit BIM,Grundleistung,Planer (CDE oder Modell),2.0,Planungsperimeter / Projektperimeter,IfcSite,"Der Planungs-- oder Projektperimeter wird als IfcSite modelliert. Da das Baurechtliche Grundstück nicht zwangsläufig Deckungsgleich mit dem Planungsperimeter ist, können mehrere Parzellen gemäss Katasterplan zu einem IfcSite zusammengefasst werden.",Projekt,"PropertyName_Planungsperimeter / Projektperimeter,Identifier_Planungsperimeter / Projektperimeter,LandID_Planungsperimeter / Projektperimeter,Location_Planungsperimeter / Projektperimeter,LandArea_Planungsperimeter / Projektperimeter,PostalCode_Planungsperimeter / Projektperimeter,Name_Planungsperimeter / Projektperimeter,Country_Planungsperimeter / Projektperimeter,Town_Planungsperimeter / Projektperimeter,Region_Planungsperimeter / Projektperimeter",Architektur Referenzmodell / Perimeter / Koordinationselemente,,M ARCHI-RE,1.0,3.0,,,,,,1.0
Description_Geschoss / Stockwerk,Description,2,"Bezeichnung des Geschosses gemäss Klassifikation Geschosse: ""1. Obergeschoss""",,,,IfcText,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Geschoss / Stockwerk,Architektur Referenzmodell / Perimeter / Koordinationselemente,Projektstart mit BIM,Grundleistung,Planer (CDE oder Modell),4.0,Geschoss / Stockwerk,IfcBuildingStorey,"Jede nutzbare Ebene ist ein eigenes Geschoss. Damit können:
- Die Modelle im BIM-Viewer besser navigiert werden.
- Auswertungen Geschossweise gemacht werden.- Die Decke über einem Geschoss wird in das darüberliegende Geschoss gelegt.
- Wenn es notwendig ist die Abhangdecke zu modellieren wird diese in das Geschoss gelegt in dem der Raum ist.
- Wenn es möglich ist, kann bei mehrläufigen Treppen, die oberen Treppenläufe in das darüberliegende Geschoss gelegt werden. Dies entspricht der einstrichlierten Treppe in einem 2D Plan und macht den unter dem Treppenlauf liegenden Raum sichtbar.
- Jeder modellierte Bauteil ist einem Geschoss zugeordnet.
- Geschossübergreifende Bauteile z.B. Wände werden Geschossweise getrennt.",Gebäude / Bauwerke,"Name_Geschoss / Stockwerk,Description_Geschoss / Stockwerk,GrossHeight_Geschoss / Stockwerk,AboveGround_Geschoss / Stockwerk",Architektur Referenzmodell / Perimeter / Koordinationselemente,,M ARCHI-RE,1.0,3.0,,,,,,1.0
Region_Planungsperimeter / Projektperimeter,Region,404,"Kanton, Region. z.B. Zürich",Cust_Site,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,Architektur Referenzmodell / Perimeter / Koordinationselemente,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),2.0,Planungsperimeter / Projektperimeter,IfcSite,"Der Planungs-- oder Projektperimeter wird als IfcSite modelliert. Da das Baurechtliche Grundstück nicht zwangsläufig Deckungsgleich mit dem Planungsperimeter ist, können mehrere Parzellen gemäss Katasterplan zu einem IfcSite zusammengefasst werden.",Projekt,"PropertyName_Planungsperimeter / Projektperimeter,Identifier_Planungsperimeter / Projektperimeter,LandID_Planungsperimeter / Projektperimeter,Location_Planungsperimeter / Projektperimeter,LandArea_Planungsperimeter / Projektperimeter,PostalCode_Planungsperimeter / Projektperimeter,Name_Planungsperimeter / Projektperimeter,Country_Planungsperimeter / Projektperimeter,Town_Planungsperimeter / Projektperimeter,Region_Planungsperimeter / Projektperimeter",Architektur Referenzmodell / Perimeter / Koordinationselemente,,M ARCHI-RE,1.0,1.0,,,,,,1.0
ObjectType_Modelleinfügepunkte,ObjectType,1,"Am besten werden drei Einfügepunkte definiert, sodass auch Abweichungen in der Drehung der Modelle erkannt werden. ",,REFERENCEPOINT,,IfcLabel,,checked,checked,checked,checked,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Modelleinfügepunkte,Architektur Referenzmodell / Perimeter / Koordinationselemente,Beschaffung (PM/OM),Grundleistung,Planer (CDE oder Modell),5.0,Modelleinfügepunkte,IfcBuildingElementProxy,"Die Modelleinfügepunkte werden am Anfang des Projektes definiert und bei Projektstart dem gesamten Team übergeben.Modellieren von drei am Kopf stehenden Pyramiden, wobei die Spitze mindestens einer Pyramide einen georeferenzierten Punkt markieren muss.",Geschoss / Stockwerk,"LV95N_Modelleinfügepunkte,LV95E_Modelleinfügepunkte,ElevationNF02_Modelleinfügepunkte,ObjectType_Modelleinfügepunkte",Architektur Referenzmodell / Perimeter / Koordinationselemente,,M ARCHI-RE,1.0,9.0,,,,,,1.0
LandID_Planungsperimeter / Projektperimeter,LandID,900,"Angabe der Grösse der Grundstücksfläche wie sie im Grundbuch verzeichnet ist (mehrere Grundstückflächen mit Trennzeichen ""; "")",Pset_LandRegistration,,,IfcIdentifier,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,Architektur Referenzmodell / Perimeter / Koordinationselemente,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),2.0,Planungsperimeter / Projektperimeter,IfcSite,"Der Planungs-- oder Projektperimeter wird als IfcSite modelliert. Da das Baurechtliche Grundstück nicht zwangsläufig Deckungsgleich mit dem Planungsperimeter ist, können mehrere Parzellen gemäss Katasterplan zu einem IfcSite zusammengefasst werden.",Projekt,"PropertyName_Planungsperimeter / Projektperimeter,Identifier_Planungsperimeter / Projektperimeter,LandID_Planungsperimeter / Projektperimeter,Location_Planungsperimeter / Projektperimeter,LandArea_Planungsperimeter / Projektperimeter,PostalCode_Planungsperimeter / Projektperimeter,Name_Planungsperimeter / Projektperimeter,Country_Planungsperimeter / Projektperimeter,Town_Planungsperimeter / Projektperimeter,Region_Planungsperimeter / Projektperimeter",Architektur Referenzmodell / Perimeter / Koordinationselemente,,M ARCHI-RE,1.0,1.0,,,,,,1.0
Name_Gebäude / Bauwerke,Name,1,"Gebäude ID. Eindeutiger Identifier des Bauwerkes (WE/Objekt Nr.): ""2564/AB""",,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Gebäude / Bauwerke,Architektur Referenzmodell / Perimeter / Koordinationselemente,Berechnen der Energiebezugsfläche,Grundleistung,Planer (CDE oder Modell),3.0,Gebäude / Bauwerke,IfcBuilding,"Das Gebäude dient als logische Gliederungsebene - Analog dem Teilprojekt. Die Aufteilung in Gebäude ist mit dem Projektleiter im Vorfeld abzuklären. Kriterien können sein:
- Kostengliederung / Teilobjekte
- Reduktion der Dateigrösse für besser Performance
- Etappierungen
- ...",Planungsperimeter / Projektperimeter,"BuildingID_Gebäude / Bauwerke,YearOfConstruction_Gebäude / Bauwerke,Reference_Gebäude / Bauwerke,Name_Gebäude / Bauwerke,Description_Gebäude / Bauwerke,AdressNumber_Gebäude / Bauwerke,InsuranceNumber_Gebäude / Bauwerke,RiskLevel_Gebäude / Bauwerke",Architektur Referenzmodell / Perimeter / Koordinationselemente,,M ARCHI-RE,1.0,12.0,,,,,,1.0
Name_Projekt,Name,1,Projekt-Nr Bauherr,,[Projektnummer],,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Projekt,Architektur Referenzmodell / Perimeter / Koordinationselemente,Zählen von Parkplätzen,Grundleistung,Planer (CDE oder Modell),1.0,Projekt,IfcProject,"Das Projekt dient als logische Gliederungsebene und muss in jeder IFC Datei gepflegt sein, sodass die Dateien eindeutig den Projekten zugeordnet werden können.",,"Name_Projekt,Description_Projekt,Phase_Projekt",Architektur Referenzmodell / Perimeter / Koordinationselemente,,M ARCHI-RE,1.0,11.0,,,,,,1.0
PropertyName_Planungsperimeter / Projektperimeter,PropertyName,1201,"Bezeichnung der Wirtschaftseinheit. z.B. ""Sammlungszentrum""",Pset_PropertyAgreement,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,Architektur Referenzmodell / Perimeter / Koordinationselemente,Projektstart mit BIM,Grundleistung,Planer (CDE oder Modell),2.0,Planungsperimeter / Projektperimeter,IfcSite,"Der Planungs-- oder Projektperimeter wird als IfcSite modelliert. Da das Baurechtliche Grundstück nicht zwangsläufig Deckungsgleich mit dem Planungsperimeter ist, können mehrere Parzellen gemäss Katasterplan zu einem IfcSite zusammengefasst werden.",Projekt,"PropertyName_Planungsperimeter / Projektperimeter,Identifier_Planungsperimeter / Projektperimeter,LandID_Planungsperimeter / Projektperimeter,Location_Planungsperimeter / Projektperimeter,LandArea_Planungsperimeter / Projektperimeter,PostalCode_Planungsperimeter / Projektperimeter,Name_Planungsperimeter / Projektperimeter,Country_Planungsperimeter / Projektperimeter,Town_Planungsperimeter / Projektperimeter,Region_Planungsperimeter / Projektperimeter",Architektur Referenzmodell / Perimeter / Koordinationselemente,,M ARCHI-RE,1.0,3.0,,,,,,1.0
Identifier_Planungsperimeter / Projektperimeter,Identifier,1200,"Nummer der Wirtschaftseinheit: ""2564""",Pset_PropertyAgreement,,,IfcIdentifier,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,Architektur Referenzmodell / Perimeter / Koordinationselemente,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),2.0,Planungsperimeter / Projektperimeter,IfcSite,"Der Planungs-- oder Projektperimeter wird als IfcSite modelliert. Da das Baurechtliche Grundstück nicht zwangsläufig Deckungsgleich mit dem Planungsperimeter ist, können mehrere Parzellen gemäss Katasterplan zu einem IfcSite zusammengefasst werden.",Projekt,"PropertyName_Planungsperimeter / Projektperimeter,Identifier_Planungsperimeter / Projektperimeter,LandID_Planungsperimeter / Projektperimeter,Location_Planungsperimeter / Projektperimeter,LandArea_Planungsperimeter / Projektperimeter,PostalCode_Planungsperimeter / Projektperimeter,Name_Planungsperimeter / Projektperimeter,Country_Planungsperimeter / Projektperimeter,Town_Planungsperimeter / Projektperimeter,Region_Planungsperimeter / Projektperimeter",Architektur Referenzmodell / Perimeter / Koordinationselemente,,M ARCHI-RE,1.0,1.0,,,,,,1.0
Name_Planungsperimeter / Projektperimeter,Name,1,Eindeutiger Identifier des Grundstücks (WE/Grundstück Nr.) z.B. 2564/01,,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,Architektur Referenzmodell / Perimeter / Koordinationselemente,Visualisieren & Verwalten von Lastenanforderungen,Grundleistung,Planer (CDE oder Modell),2.0,Planungsperimeter / Projektperimeter,IfcSite,"Der Planungs-- oder Projektperimeter wird als IfcSite modelliert. Da das Baurechtliche Grundstück nicht zwangsläufig Deckungsgleich mit dem Planungsperimeter ist, können mehrere Parzellen gemäss Katasterplan zu einem IfcSite zusammengefasst werden.",Projekt,"PropertyName_Planungsperimeter / Projektperimeter,Identifier_Planungsperimeter / Projektperimeter,LandID_Planungsperimeter / Projektperimeter,Location_Planungsperimeter / Projektperimeter,LandArea_Planungsperimeter / Projektperimeter,PostalCode_Planungsperimeter / Projektperimeter,Name_Planungsperimeter / Projektperimeter,Country_Planungsperimeter / Projektperimeter,Town_Planungsperimeter / Projektperimeter,Region_Planungsperimeter / Projektperimeter",Architektur Referenzmodell / Perimeter / Koordinationselemente,,M ARCHI-RE,1.0,6.0,,,,,,1.0
Name_Geschoss / Stockwerk,Name,1,"Eindeutiger Identifier des Geschosses gemäss Klassifikation Geschosse: ""01""",,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Geschoss / Stockwerk,Architektur Referenzmodell / Perimeter / Koordinationselemente,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),4.0,Geschoss / Stockwerk,IfcBuildingStorey,"Jede nutzbare Ebene ist ein eigenes Geschoss. Damit können:
- Die Modelle im BIM-Viewer besser navigiert werden.
- Auswertungen Geschossweise gemacht werden.- Die Decke über einem Geschoss wird in das darüberliegende Geschoss gelegt.
- Wenn es notwendig ist die Abhangdecke zu modellieren wird diese in das Geschoss gelegt in dem der Raum ist.
- Wenn es möglich ist, kann bei mehrläufigen Treppen, die oberen Treppenläufe in das darüberliegende Geschoss gelegt werden. Dies entspricht der einstrichlierten Treppe in einem 2D Plan und macht den unter dem Treppenlauf liegenden Raum sichtbar.
- Jeder modellierte Bauteil ist einem Geschoss zugeordnet.
- Geschossübergreifende Bauteile z.B. Wände werden Geschossweise getrennt.",Gebäude / Bauwerke,"Name_Geschoss / Stockwerk,Description_Geschoss / Stockwerk,GrossHeight_Geschoss / Stockwerk,AboveGround_Geschoss / Stockwerk",Architektur Referenzmodell / Perimeter / Koordinationselemente,,M ARCHI-RE,1.0,1.0,,,,,,1.0
SecurityRating_Fenster / Oberlichter (eBKP-H: E03.01),SecurityRating,1603,Angaben des Einbruchsschutzes,Pset_WindowCommon,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),Architektur Gesamtmodell inkl. Räumen,Visualisieren der Sicherheitszonen,Grundleistung,Planer (CDE oder Modell),27.0,Fenster / Oberlichter (eBKP-H: E03.01),IfcWindow,"Alle Innen- und Aussenfenster.
- Der Glasanteil mit einem transparenten Material exportiert wird. 
- Jedes Fenster hat einen Bezug zum Raum.","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Fenster / Oberlichter (eBKP-H: E03.01),Description_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01),FireRating_Fenster / Oberlichter (eBKP-H: E03.01),PredefinedType_Fenster / Oberlichter (eBKP-H: E03.01),Status_Fenster / Oberlichter (eBKP-H: E03.01),SecurityRating_Fenster / Oberlichter (eBKP-H: E03.01),Area_Fenster / Oberlichter (eBKP-H: E03.01),GlazingAreaFraction_Fenster / Oberlichter (eBKP-H: E03.01),Opens_Fenster / Oberlichter (eBKP-H: E03.01),HasDrive_Fenster / Oberlichter (eBKP-H: E03.01),CleaningCategory_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,22.0,,,,,,1.0
ModelReference_Bauteil Typ Architektur,ModelReference,1009, Modell / Typen Nummer z.B. Multisensormelder (Optisch/Thermo),Pset_ManufacturerOccurrence,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Architektur,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),24.0,Bauteil Typ Architektur,,"Es ist wenn immer möglich mit einer Typisierung der Element zu arbeiten. Die Typisierung erfolgt nach dem Standard des Projektverfassers und soll nach einem differenzieren charakteristischen Merkmalen erfolgen. z.B. Material, Typ, Dimension, ... Es ist einzig auf Eindeutigkeit zu achten.

Der Typ wird dafür genutzt um generelle Daten für die Dokumentation zu übergeben., sodass dies nicht auf jedem Element (Instanz) gepfelgt werden muss.Jedes Element sollte einem Typ zugeordnet sein.",Projekt,"PointOfContact_Bauteil Typ Architektur,SerialNumber_Bauteil Typ Architektur,ModelLabel_Bauteil Typ Architektur,Manufacturer_Bauteil Typ Architektur,ModelReference_Bauteil Typ Architektur,Name_Bauteil Typ Architektur",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
PredefinedType_Wand / Raumtrennungen,PredefinedType,4,"Gibt an um welchen Wandtypen es sich handelt.

- PLUMBINGWALL ... Vorsatzschale
- SHEAR ... Aussteifungswand
- MOVABLE ... Bewegliche Trennwand
- STANDARD ... Alle anderen Wände",,,,,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Wand / Raumtrennungen,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),29.0,Wand / Raumtrennungen,IfcWall,"Wände sind so zu modellieren, dass die Eigenschaften eindeutig zugeordnet werden können. ",Geschoss / Stockwerk,"PredefinedType_Wand / Raumtrennungen,Status_Wand / Raumtrennungen,FireRating_Wand / Raumtrennungen,External _Wand / Raumtrennungen,AcousticRating_Wand / Raumtrennungen,ThermalTransmittance_Wand / Raumtrennungen,LoadBearing_Wand / Raumtrennungen,Name_Wand / Raumtrennungen",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
Status_Fenster / Oberlichter (eBKP-H: E03.01),Status,1604,"Gibt an ob es sich um:
- NEW ...  Neu zu erstellendes Bauteil handelt
- EXISTING ... Ein Element das bestehend bleibt.
- DEMOLISH ... Ein Element das abgebrochen wird.
- TEMPORARY ... Ein Element das nur für die Bauzeit besteht.
",Pset_WindowCommon,"NEW, EXISTING, DEMOLISH, TEMPORARY",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),Architektur Gesamtmodell inkl. Räumen,"""Visualisieren von Abbruchs",Grundleistung,Planer (CDE oder Modell),27.0,Fenster / Oberlichter (eBKP-H: E03.01),IfcWindow,"Alle Innen- und Aussenfenster.
- Der Glasanteil mit einem transparenten Material exportiert wird. 
- Jedes Fenster hat einen Bezug zum Raum.","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Fenster / Oberlichter (eBKP-H: E03.01),Description_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01),FireRating_Fenster / Oberlichter (eBKP-H: E03.01),PredefinedType_Fenster / Oberlichter (eBKP-H: E03.01),Status_Fenster / Oberlichter (eBKP-H: E03.01),SecurityRating_Fenster / Oberlichter (eBKP-H: E03.01),Area_Fenster / Oberlichter (eBKP-H: E03.01),GlazingAreaFraction_Fenster / Oberlichter (eBKP-H: E03.01),Opens_Fenster / Oberlichter (eBKP-H: E03.01),HasDrive_Fenster / Oberlichter (eBKP-H: E03.01),CleaningCategory_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,,,,,,,
