AttributeID,AttributeName,SortAttribute,AttributeDescriptionDE,Pset,AllowedValuesDE,RegexCheckDE,DataTyp,Unit,IFC2x3,IFC4,IFC4.3,Applicability,ProjectPhase,ProjectPhaseDE,ElementID,ModelID,WorkflowID,ServiceLevelDE,InformationProviderDE
Opens_Fenster / Oberlichter (eBKP-H: E03.01),Opens,202.0,Gibt an ob das Fenster öffenbar ist.,Cust_Element,"TRUE, FALSE",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
CleaningCategory_Fenster / Oberlichter (eBKP-H: E03.01),CleaningCategory,202.0,Definiert wie das Fenster zu reinigen ist.,Cust_Element,"Innenreinigung (1-seitig), Außenreinigung (1-seitig), Komplettreinigung (2-seitig), Rahmenreinigung, Fensterbänke, Glasflächen in schwer zugänglichen Bereichen, Sonderreinigung",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung",Visualisieren von Reinigungskategorien,Sonderleistung,Planer (CDE oder Modell)
CleaningCategory_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),CleaningCategory,202.0,Definiert wie das Fenster zu reinigen ist.,Cust_Element,"Innenreinigung (1-seitig), Außenreinigung (1-seitig), Komplettreinigung (2-seitig), Rahmenreinigung, Fensterbänke, Glasflächen in schwer zugänglichen Bereichen, Sonderreinigung",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung",Visualisieren von Reinigungskategorien,Sonderleistung,Planer (CDE oder Modell)
ElevationNF02_Modelleinfügepunkte,ElevationNF02,300.0,Die Höhe des Einfügepunktes in Meter über dem Meeresspiegel.,Cust_ModelInsertionPoint,,,IfcReal,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Modelleinfügepunkte,"Architektur Gesamtmodell inkl. Räumen,Architektur Referenzmodell / Perimeter / Koordinationselemente,HLKSE Heizung-Kälte,Architektur Gebäudevolumen,Architektur Geschossfläche,HLKSE Sanitärplanung,HLKSE Lüftung-Klima,HLKSE Elektroplanung,Bauingenieur Tragwerk inkl. Sperrzonen,Landschaftsarchitektur,Spezialist Sicherheitsplanung,Bauingenieur Baugrube,Fassadenplanung,Bauingenieur Sperrzonen,Bauingenieur Holzbau,Bauingenieur Stahlbau,Bauingenieur Tiefbau & Werkleitungen,HLKSE Aussparungen,HLKSE Lichtplanung,HLKSE Gebäudeautomation,HLKSE Sprinklerplanung","Datenübergabe in Bewirtschaftung BBL,Wartung / Inspektion (OM),Projektstart mit BIM,Inventar,Beschaffung (PM/OM),Reinigung / Umgebungspflege,Zählen von Parkplätzen,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165,Berechnen von SIA416 Volumenkennwerten,Visualisieren & Verwalten von Lastenanforderungen,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen der Energiebezugsfläche",Grundleistung,Planer (CDE oder Modell)
LV95E_Modelleinfügepunkte,LV95E,301.0,Landeskoordinaten nach LV95 East,Cust_ModelInsertionPoint,,,IfcReal,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Modelleinfügepunkte,"Architektur Gesamtmodell inkl. Räumen,Architektur Referenzmodell / Perimeter / Koordinationselemente,HLKSE Heizung-Kälte,Architektur Gebäudevolumen,Architektur Geschossfläche,HLKSE Sanitärplanung,HLKSE Lüftung-Klima,HLKSE Elektroplanung,Bauingenieur Tragwerk inkl. Sperrzonen,Landschaftsarchitektur,Spezialist Sicherheitsplanung,Bauingenieur Baugrube,Fassadenplanung,Bauingenieur Sperrzonen,Bauingenieur Holzbau,Bauingenieur Stahlbau,Bauingenieur Tiefbau & Werkleitungen,HLKSE Aussparungen,HLKSE Lichtplanung,HLKSE Gebäudeautomation,HLKSE Sprinklerplanung","Datenübergabe in Bewirtschaftung BBL,Wartung / Inspektion (OM),Projektstart mit BIM,Inventar,Beschaffung (PM/OM),Reinigung / Umgebungspflege,Zählen von Parkplätzen,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165,Berechnen von SIA416 Volumenkennwerten,Visualisieren & Verwalten von Lastenanforderungen,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen der Energiebezugsfläche",Grundleistung,Planer (CDE oder Modell)
LV95N_Modelleinfügepunkte,LV95N,302.0,Landeskoordinaten nach LV95 North,Cust_ModelInsertionPoint,,,IfcReal,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Modelleinfügepunkte,"Architektur Gesamtmodell inkl. Räumen,Architektur Referenzmodell / Perimeter / Koordinationselemente,HLKSE Heizung-Kälte,Architektur Gebäudevolumen,Architektur Geschossfläche,HLKSE Sanitärplanung,HLKSE Lüftung-Klima,HLKSE Elektroplanung,Bauingenieur Tragwerk inkl. Sperrzonen,Landschaftsarchitektur,Spezialist Sicherheitsplanung,Bauingenieur Baugrube,Fassadenplanung,Bauingenieur Sperrzonen,Bauingenieur Holzbau,Bauingenieur Stahlbau,Bauingenieur Tiefbau & Werkleitungen,HLKSE Aussparungen,HLKSE Lichtplanung,HLKSE Gebäudeautomation,HLKSE Sprinklerplanung","Datenübergabe in Bewirtschaftung BBL,Wartung / Inspektion (OM),Projektstart mit BIM,Inventar,Beschaffung (PM/OM),Reinigung / Umgebungspflege,Zählen von Parkplätzen,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165,Berechnen von SIA416 Volumenkennwerten,Visualisieren & Verwalten von Lastenanforderungen,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen der Energiebezugsfläche",Grundleistung,Planer (CDE oder Modell)
Country_Planungsperimeter / Projektperimeter,Country,400.0,Abkürzung des Ländercodes gemäss Liste,Cust_Site,"AF, AL, DZ, AS, AD, AO, AI, AQ, AG, AR, AM, AW, AU, AT, AZ, BS, BH, BD, BB, BY, BE, BZ, BJ, BM, BT, BO, BQ, BA, BW, BV, BR, IO, BN, BG, BF, BI, CV, KH, CM, CA, KY, CF, TD, CL, CN, CX, CC, CO, KM, CD, CG, CK, CR, HR, CU, CW, CY, CZ, CI, DK, DJ, DM, DO, EC, EG, SV, GQ, ER, EE, SZ, ET, FK, FO, FJ, FI, FR, GF, PF, TF, GA, GM, GE, DE, GH, GI, GR, GL, GD, GP, GU, GT, GG, GN, GW, GY, HT, HM, VA, HN, HK, HU, IS, IN, ID, IR, IQ, IE, IM, IL, IT, JM, JP, JE, JO, KZ, KE, KI, KP, KR, KW, KG, LA, LV, LB, LS, LR, LY, LI, LT, LU, MO, MG, MW, MY, MV, ML, MT, MH, MQ, MR, MU, YT, MX, FM, MD, MC, MN, ME, MS, MA, MZ, MM, NA, NR, NP, NL, NC, NZ, NI, NE, NG, NU, NF, MP, NO, OM, PK, PW, PS, PA, PG, PY, PE, PH, PN, PL, PT, PR, QA, MK, RO, RU, RW, RE, BL, SH, KN, LC, MF, PM, VC, WS, SM, ST, SA, SN, RS, SC, SL, SG, SX, SK, SI, SB, SO, ZA, GS, SS, ES, LK, SD, SR, SJ, SE, CH, SY, TW, TJ, TZ, TH, TL, TG, TK, TO, TT, TN, TR, TM, TC, TV, UG, UA, AE, GB, UM, US, UY, UZ, VU, VE, VN, VG, VI, WF, EH, YE, ZM, ZW, AX",,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,"Architektur Gesamtmodell inkl. Räumen,Architektur Referenzmodell / Perimeter / Koordinationselemente","Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
LandArea_Planungsperimeter / Projektperimeter,LandArea,401.0,"Identifikationsnummer, die von der gesetzlichen Registrierungsbehörde für den Titel eines Grundstücks vergeben wird. Grundbuchblatt - Bezeichnung, Parzellenname.",Cust_Site,,,IfcIdentifier,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,"Architektur Gesamtmodell inkl. Räumen,Architektur Referenzmodell / Perimeter / Koordinationselemente","Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
Location_Planungsperimeter / Projektperimeter,Location,402.0,Flurname,Cust_Site,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,"Architektur Gesamtmodell inkl. Räumen,Architektur Referenzmodell / Perimeter / Koordinationselemente","Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
PostalCode_Planungsperimeter / Projektperimeter,PostalCode,403.0,"Postleitzahl. z.B. ""3400""",Cust_Site,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,"Architektur Gesamtmodell inkl. Räumen,Architektur Referenzmodell / Perimeter / Koordinationselemente","Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
Region_Planungsperimeter / Projektperimeter,Region,404.0,"Kanton, Region. z.B. Zürich",Cust_Site,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,"Architektur Gesamtmodell inkl. Räumen,Architektur Referenzmodell / Perimeter / Koordinationselemente","Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
Town_Planungsperimeter / Projektperimeter,Town,405.0,"Gemeinde, Ort an welchem sich das Grundstück befindet. z.B. ""Affoltern am Albis""",Cust_Site,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,"Architektur Gesamtmodell inkl. Räumen,Architektur Referenzmodell / Perimeter / Koordinationselemente","Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
AreaLoad_Raum,AreaLoad,500.0,Flächenlast [kN/m2]: 5.0,Cust_Space,,,IfcReal,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,"Visualisieren & Verwalten von Lastenanforderungen,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm",Grundleistung,Planer (CDE oder Modell)
PointLoad_Raum,PointLoad,501.0,Punktlast [kN]: 10.0,Cust_Space,,,IfcReal,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,"Visualisieren & Verwalten von Lastenanforderungen,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm",Grundleistung,Planer (CDE oder Modell)
BuildingID_Gebäude / Bauwerke,BuildingID,600.0,2 stellige Objektnr / Gebäudenummer BBL: z.B. AB,Pset_BuildingCommon,,,IfcIdentifier,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Gebäude / Bauwerke,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
Reference_Gebäude / Bauwerke,Reference,601.0,Objekttyp gemäss Wertebereich. z.B. 03.01: Lagerhallen,Pset_BuildingCommon,"unbestimmt, 01: Wohnen, 01.01: Wohnungen, 01.02: Mehrfamilienhäuser, 01.03: Einfamilienhäuser, 01.04: Grenzwacht-Stützpunkt, 01.05: Residenzgebäude, 02: Unterricht, Bildung und Forschung, 02.01: Schulen, 02.02: Bibliotheken, 02.03: Staatsarchive, 02.04: Forschungs- und Laborgebäude, 03: Industrie und Gewerbe, 03.01: Lagerhallen, 03.02: Mechanisierte Lager, Kühllager, 030.3: Silobauten, 03.04: Industriehallen, 03.05: Gewerbebauten und Werkstätten, 03.06: Revisionsgaragen, 04: Land und Forstwirtschaft, 04.01: Schuppen, Hütten, 04.02: Futterlagerräume, Treibhäuser, 04.03: Stallungen, landwirtschaftliche Prod.anl., 04.04: Ökonomiegebäude inkl. Wohnanteil, 04.05: Veterinärstation, 05: Technische Anlagen, 05.01: Heizzentralen, Fernwärmeanlagen, Kraftwerkbauten, 05.02: Kraftwerkbauten / Stromversorgung, 05.03: Tankanlagen, 05.04: Antenne / Radar, 05.05: Telefonzentralen, 05.06: KOMBV-Räume, 05.07: Wasseraufbereitungsanlagen, 05.08: Kläranlagen, 05.09: WC-Anlage, 05.10: Brückenwaagen, 05.11: Messfelder, 05.12: Kamerastandorte, 05.13: Kontrollturm, 05.14: Lysimeteranlage, 05.15: Infrastrukturgefäss, 06: Handel und Verwaltung, 06.01: Bürobauten, Verwaltungsgebäude, 06.02: Rechenzentren, 06.03: Rathäuser, 06.04: Abfertigungspavillon, 06.05: Ausführgebäude, 06.06: Bürocontainer, 06.07: Einfuhrgebäude, 06.08: Grenzwachtposten, 06.09: Kontrollkabine, 06.10: Revisionsgebäude, 06.11: Transitgebäude, 07: Justiz und Polizei, 07.01: Gerichtsgebäude, 08: Fürsorge und Gesundheit, 08.01: Krankenhäuser, 09: Kultus, 09.01: Kirchen, Kapellen, Abdankungshallen, 09.02: Klöster, 10: Kultur und Geselligkeit, 10.01: Museen, Ausstellungsbauten, 10.02: Kinotheater, Diskotheken, Saalbauten, 10.03: Kongresshäuser, 10.04: Radio-, Fernseh, Filmstudios, 10.05: Historisches Geb. ohne spez. Nutzung, 11: Gastgewerbe und Fremdenverkehr, 11.01: Restaurationsbetriebe, 11.02: Unterkunftsgebäude, 11.03: Hotel- und Motelbauten, 11.04: Bundesasylzentren, 12: Freizeit, Sport, Erholung, 12.01: Turn und Sporthallen, Mehrzweckhallen, 12.02: Stadionanlagen, Sportplätze, 12.03: Tribünenbauten, Garderobengebäude, 12.04: Offene Kunsteisbahnen, Freibäder, 12.05: Kunsteishallen, 12.06: Hallenbäder, 12.07: Reithallen, 12.08: Bootshäuser, 12.09: Pärke (betriebsnotwendig), 12.10: Pärke (nicht betriebsnotwendig), 12.11: Aussichtsturm, 13: Verkehrsanlagen, 13.01: Eingeschossige Einstellgaragen, 13.02: Parkhäuser, 13.03: Parkplätze, 13.04: Werkhöfe, 13.05: Autobahnzollanlagen, 13.06: Tankstellen, Wartehallen mit Diensträumen, Zollposten, Busbahnhöfe, 13.07: Seilbahnstationen, 13.08: Fahrradunterstand, 14: Militär- und Schutzanlagen, 14.01: Öffentliche Zivilschutzanlagen, Kommandoposten, Breitstellungsanlagen, 14.02: Zivilschutz-Ausbildungszentren, 14.03: Kavernen, 15: Militärische Objekte mit Schutz gegen Waffenwirkung, 15.00: Militärische Objekte mit Schutz gegen Waffenwirkung, 16: Gebäude im Ausland, 16.01: Ausland: Wohnungen, 16.02: Ausland: Residenzen, 16.03: Ausland: Kanzleien, 16.04: Ausland: Schulen, 16.05: Ausland: Parkplätze, 16.06: Ausland: Kultur, 16.07: Ausland: Wissenschaft und Technologie, 17: Allgemeine Objektumgebung, 17.00: Allgemeine Objektumgebung, 18: Natur-Verbauungen, Umwelt-Bauwerke, 18.00: Natur-Verbauungen, Umwelt-Bauwerke, 19: Gebäude Repräsentation Inland, 19.00: Gebäude Repräsentation Inland, 20: Mieterspezifischer Ausbau AA + EE (BKP6) / 5 Jahre, 20.00: Gemäss vertraglich festgelegter Nutzungsdauer, 21: Ausbau bei Zumiete EE / Nutzung nach Vertragsdauer, 21.00: 10 Jahre oder Zumietvertrag",,IfcIdentifier,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Gebäude / Bauwerke,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
YearOfConstruction_Gebäude / Bauwerke,YearOfConstruction,602.0,"Angabe des Jahres, in dem das Gebäude fertiggestellt wurde. Bei Umbau wird das Datum der Fertigstellung des Umbaues eingetragen.",Pset_BuildingCommon,,,IfcIdentifier,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Gebäude / Bauwerke,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
AboveGround_Geschoss / Stockwerk,AboveGround,700.0,"Gibt an ob ein Geschoss über oder unteririsch ist:
TRUE ... überirdisch
FALSE ... unterirdisch
UNKNOWN ... im Hang ",Pset_BuildingStoreyCommon,"TRUE, FALSE",,IfcBoolean,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Geschoss / Stockwerk,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165,Berechnen von SIA416 Volumenkennwerten",Grundleistung,Planer (CDE oder Modell)
FireRating_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),FireRating,800.0,,Pset_DoorCommon,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung",Visualisieren der Brandschutzabschnitte,Grundleistung,Planer (CDE oder Modell)
